2021-04-30 20:47:16,shady_oak,488095760160915481,https://www.tiktok.com/@boomerna/video/6957132491790552325,793.3K,7028,62.1K,11.3K
2021-07-19 18:32:34,shady_oak,488095760160915481,https://www.tiktok.com/@dreamsmpnow05/video/6986784593760275718,848.3K,3314,61.7K,21.9K
2021-03-23 05:25:29,shady_oak,488095760160915481,https://www.tiktok.com/@boomerna/video/6942793716193086725,751.8K,13.8K,55.4K,31.1K
2021-03-23 05:25:29,shady_oak,488095760160915481,https://www.tiktok.com/@boomerna/video/6942793716193086725,751.8K,13.8K,55.4K,31.1K
